Student_ID,Name,Gender,Age,Department,10th_Percentage,12th_Percentage,CGPA,Attendance,Backlogs,Internships,Projects,Certifications,Coding_Rating,Aptitude_Score,Communication,Technical_Skill,Teamwork,Leadership,Problem_Solving,Resume_Score,Mock_Interview,Placement_Score,Placement_Status
STU0579,Divya Ramesh,Female,22,Civil,76.21,74.71,5.55,93,4,1,4,6,93,30,51,53,60,89,60,71,64,65.19,0
STU0580,Januja Sem,Male,23,Information Technology,66.95,65.49,6.92,82,1,1,4,6,84,52,50,62,51,41,97,56,50,76.18,1
STU0581,Veer Reddy,Male,21,Civil,80.56,67.94,8.6,88,5,0,3,8,73,74,42,77,77,46,76,70,100,68.7,0
STU0582,Tanvi Uppal,Female,22,Computer Engineering,87.5,88.27,7.7,94,2,0,3,5,69,39,50,48,95,88,55,81,81,66.73,0
STU0583,Sanaya Kade,Male,22,Civil,97.93,73.22,7.46,96,1,2,4,2,49,69,66,42,74,50,97,86,65,79.89,1
STU0584,Falak Parmar,Female,24,Artificial Intelligence,79.25,85.48,7.75,93,4,2,6,7,51,50,44,98,81,95,59,99,59,81.47,1
STU0585,Balvan Anne,Male,22,Information Technology,83.76,69.76,6.62,77,0,1,3,7,53,70,83,89,81,57,77,83,87,80.59,1
STU0586,Vivaan Kala,Male,20,Information Technology,80.81,67.31,5.67,81,4,3,4,3,91,62,91,44,89,75,87,59,53,76.55,1
STU0587,Barkha Sastry,Female,23,Information Technology,80.24,64.2,8.65,76,0,1,2,4,70,64,46,73,58,54,48,50,61,78.34,1
STU0588,Hredhaan Som,Female,22,Mechanical,89.26,71.97,6.16,92,1,0,2,2,72,90,69,49,77,46,44,88,73,67.64,0
STU0589,Zansi Handa,Female,24,Information Technology,91.03,69.49,5.56,93,2,1,6,4,74,60,46,42,76,85,43,73,44,72.72,0
STU0590,Wahab Cherian,Female,24,Computer Engineering,95.49,62.21,8.53,98,3,3,6,1,80,100,84,43,93,94,97,72,55,93.43,1
STU0591,Ranveer Chaudry,Female,23,Civil,70.01,68.99,7.56,99,5,1,4,4,83,69,43,54,53,92,64,48,40,65.02,0
STU0592,Manan Sule,Male,20,Information Technology,84.9,91.1,5.56,84,1,0,6,8,74,38,45,36,81,83,47,59,54,74.92,0
STU0593,Harsh Goda,Male,21,Computer Engineering,71.0,96.37,8.26,61,4,3,1,8,68,56,89,99,50,93,62,66,34,80.91,1
STU0594,Jeet Hayre,Male,24,Information Technology,77.48,80.81,8.85,66,5,2,1,4,62,44,82,82,76,54,63,70,40,69.93,0
STU0595,Tamanna Varty,Male,21,Information Technology,82.22,90.04,8.81,92,3,3,4,0,96,94,52,82,73,54,49,69,93,92.65,1
STU0596,Maya Thaker,Male,21,Mechanical,97.55,92.98,6.91,92,4,3,4,4,94,76,58,72,78,94,51,81,39,86.17,1
STU0597,Matthew Sidhu,Male,22,Artificial Intelligence,64.31,67.42,8.64,68,5,0,4,0,63,53,98,98,89,57,69,84,34,66.2,0
STU0598,Arya Behl,Male,21,Artificial Intelligence,66.38,72.25,8.28,91,3,1,6,8,70,79,72,58,70,68,71,71,82,82.37,1
STU0599,Chanakya Jain,Male,24,Civil,76.82,65.61,7.48,98,0,1,3,3,62,55,41,65,94,55,72,78,88,71.5,0
STU0600,Qadim Khanna,Female,20,Computer Engineering,94.73,78.22,8.51,76,5,0,1,8,96,79,74,38,55,59,90,55,100,69.61,0
STU0601,Teerth Kakar,Male,20,Mechanical,94.41,72.84,7.27,97,2,3,3,0,85,50,83,40,99,99,81,51,37,78.16,1
STU0602,Jagrati Oommen,Male,22,Information Technology,66.14,71.19,7.38,66,4,2,6,2,47,35,87,52,93,72,96,56,94,69.24,0
STU0603,Tanish Soni,Male,21,Information Technology,60.44,76.85,6.45,71,4,0,6,6,41,54,78,86,76,94,67,67,77,66.13,0
STU0604,Mitali Dubey,Male,21,Information Technology,95.33,79.31,9.74,73,1,3,1,7,65,36,57,100,73,87,85,67,49,90.64,1
STU0605,Shivani Upadhyay,Female,23,Computer Engineering,93.68,70.87,6.85,67,4,0,1,8,51,69,94,76,99,53,63,98,85,63.05,0
STU0606,Zehaan Krishna,Female,20,Artificial Intelligence,93.18,71.28,9.33,84,2,3,5,1,45,62,97,37,76,82,97,84,61,87.66,1
STU0607,Zarna Kamdar,Male,23,Artificial Intelligence,97.26,84.71,8.26,79,0,1,2,5,55,71,80,40,57,64,66,46,91,78.02,1
STU0608,Bishakha Parmer,Female,24,Electronics,88.13,91.08,8.11,77,3,1,3,7,80,40,83,97,92,78,67,69,91,78.99,1
STU0609,Falan Joshi,Male,23,Artificial Intelligence,80.13,89.66,7.99,94,3,0,4,8,45,38,82,81,99,45,95,99,51,73.51,0
STU0610,Maanas Sani,Male,24,Artificial Intelligence,91.75,72.89,6.03,87,5,3,1,1,100,48,53,94,97,48,61,89,99,67.37,0
STU0611,Yashawini Seshadri,Male,23,Electronics,73.08,63.06,7.14,62,4,3,1,3,73,99,97,40,55,78,73,99,74,70.54,0
STU0612,Ria Mangal,Male,20,Electronics,69.94,66.14,7.54,75,1,3,1,5,41,74,49,61,52,71,74,71,71,72.99,0
STU0613,Tanish Minhas,Male,22,Artificial Intelligence,67.07,61.89,8.2,95,0,2,1,5,62,49,75,38,97,95,50,60,41,75.55,1
STU0614,Abhimanyu Parmer,Female,23,Civil,68.73,71.01,6.78,73,2,3,3,0,30,47,51,93,83,46,43,53,30,66.78,0
STU0615,Udyati Bobal,Male,24,Mechanical,82.96,90.8,7.29,94,3,0,1,3,69,51,70,56,71,57,89,88,32,60.71,0
STU0616,Bhavna Kata,Female,22,Information Technology,65.77,70.45,8.72,95,4,0,1,6,80,49,58,49,58,67,44,44,61,62.41,0
STU0617,Theodore Vala,Male,23,Mechanical,82.28,73.76,5.76,77,2,0,2,4,30,35,71,50,57,61,81,66,82,53.07,0
STU0618,Jagvi Swaminathan,Female,22,Information Technology,90.53,62.8,8.55,69,4,2,6,7,92,90,99,59,89,89,71,99,64,95.48,1
STU0619,Raksha Mittal,Female,24,Artificial Intelligence,66.72,83.45,8.59,95,2,0,1,6,67,94,80,60,98,67,41,90,31,75.4,1
STU0620,Yashica Rau,Female,23,Civil,96.97,87.28,7.72,72,5,0,4,4,84,70,61,38,74,79,85,93,34,65.97,0
STU0621,Bhanumati Saran,Female,24,Information Technology,87.76,65.55,7.14,81,2,1,2,2,58,71,100,94,73,68,60,61,61,71.86,0
STU0622,Aarini Gour,Female,24,Information Technology,61.42,82.73,8.56,90,2,1,1,5,74,100,61,78,66,61,75,84,68,78.03,1
STU0623,Akshay Lall,Female,21,Information Technology,79.41,85.06,9.63,85,1,0,6,3,97,98,86,46,67,40,87,99,60,94.51,1
STU0624,Shivani Pradhan,Female,23,Mechanical,91.17,91.33,8.39,87,5,2,5,2,93,35,65,37,99,54,46,93,84,75.03,1
STU0625,Meghana Thakur,Male,20,Artificial Intelligence,94.05,60.81,8.4,61,5,3,3,8,65,100,89,70,65,53,77,77,47,81.99,1
STU0626,Neha Brar,Female,23,Information Technology,61.62,91.89,6.5,63,0,1,1,2,79,78,43,83,66,47,53,45,60,70.75,0
STU0627,Kai Mahal,Male,24,Artificial Intelligence,80.74,77.06,9.22,70,0,2,6,7,30,87,65,66,54,45,64,41,59,97.02,1
STU0628,Ayushman Dada,Male,23,Civil,76.72,76.39,7.97,65,1,0,5,7,60,69,41,60,59,63,79,68,67,76.5,1
STU0629,Xiti Jayaraman,Female,21,Mechanical,89.47,64.84,8.27,96,0,1,5,5,97,43,78,59,68,46,47,63,68,89.32,1
STU0630,Udant Jain,Female,20,Civil,94.92,90.97,9.09,65,2,3,6,0,94,87,83,96,95,84,66,81,95,103.72,1
STU0631,Zashil Oza,Male,23,Civil,93.28,62.79,6.29,71,1,2,2,2,80,65,99,88,87,50,82,66,37,80.94,1
STU0632,Udant Rama,Female,23,Computer Engineering,65.85,64.97,9.5,88,0,1,2,4,66,31,61,53,88,48,88,67,48,74.88,0
STU0633,Rohan Ram,Male,24,Civil,86.07,85.97,5.78,64,5,1,5,0,31,94,95,76,50,65,61,80,83,63.11,0
STU0634,Jagdish Gokhale,Male,23,Civil,94.79,78.69,8.94,82,1,2,4,8,37,44,47,89,60,63,77,83,99,89.88,1
STU0635,Niharika Kara,Male,22,Mechanical,69.93,75.44,9.29,81,5,1,2,2,87,59,95,100,79,86,88,41,58,72.62,0
STU0636,Sachi Chad,Male,21,Electronics,66.75,70.01,9.09,74,3,1,1,1,64,89,90,100,57,63,79,87,79,73.06,0
STU0637,Diya Nadig,Male,21,Artificial Intelligence,73.42,75.75,7.24,75,4,2,6,5,67,93,76,64,75,97,57,88,100,82.5,1
STU0638,Irya Rama,Female,22,Electronics,61.05,73.69,7.98,85,2,0,2,0,87,30,67,47,69,64,43,42,69,59.13,0
STU0639,Dalaja Sandhu,Female,23,Mechanical,85.42,73.64,9.16,90,0,3,3,2,38,97,89,80,86,78,48,55,71,94.03,1
STU0640,Nidhi Padmanabhan,Female,24,Electronics,91.82,65.94,7.46,65,4,0,1,0,52,73,43,46,58,91,55,98,50,47.95,0
STU0641,Mekhala Bhardwaj,Male,23,Information Technology,82.42,60.33,6.52,90,3,1,6,2,36,96,52,95,89,69,70,57,56,71.52,0
STU0642,Triya Barad,Female,24,Information Technology,87.56,61.36,6.96,72,3,3,4,2,91,63,48,100,86,98,79,50,78,82.16,1
STU0643,Owen Banerjee,Female,22,Electronics,83.46,81.56,7.9,90,0,3,3,0,79,35,71,40,90,92,64,69,91,81.25,1
STU0644,Quincy Rai,Female,23,Civil,79.67,63.6,8.62,87,5,0,1,8,43,41,86,85,74,78,81,44,77,61.57,0
STU0645,Tarak Sankaran,Female,24,Electronics,95.9,67.84,7.87,72,1,3,5,5,34,71,76,99,100,57,51,71,57,91.41,1
STU0646,Manbir Shetty,Female,20,Computer Engineering,79.18,95.21,8.87,71,3,0,3,8,94,52,41,92,58,100,72,55,85,79.33,1
STU0647,Banjeet Om,Male,24,Artificial Intelligence,63.71,71.57,8.31,79,5,2,1,0,55,31,97,98,83,97,62,93,43,60.95,0
STU0648,Shaurya Rao,Female,20,Mechanical,64.48,79.43,7.35,63,4,0,6,5,85,41,54,66,73,53,82,58,87,68.09,0
STU0649,Henry Sen,Female,21,Mechanical,87.84,79.25,7.06,73,1,3,1,1,73,40,50,55,81,89,62,53,44,71.93,0
STU0650,Warhi Keer,Female,23,Civil,90.64,66.59,7.91,66,4,2,1,1,59,65,68,97,73,83,55,55,41,66.69,0
STU0651,Ayush Sen,Male,22,Information Technology,63.7,92.19,8.27,71,2,2,6,5,94,51,77,55,79,88,59,61,48,90.08,1
STU0652,Tanveer Din,Female,23,Civil,64.25,83.14,6.95,69,3,1,4,8,39,96,59,79,81,42,43,77,79,73.34,0
STU0653,Laban Gulati,Male,21,Electronics,87.41,64.91,6.59,97,4,2,4,2,79,83,52,59,77,66,69,53,62,73.51,0
STU0654,Tarak Nagarajan,Male,23,Artificial Intelligence,80.18,69.91,8.81,82,3,1,2,1,69,90,44,51,97,89,64,83,76,67.58,0
STU0655,Anya Kannan,Male,22,Civil,94.72,69.55,8.69,100,3,3,2,0,48,95,69,45,56,44,57,68,81,76.91,1
STU0656,Arjun Madan,Female,24,Mechanical,66.32,72.35,9.77,81,0,2,3,3,64,84,56,82,80,59,79,82,83,90.26,1
STU0657,Hamsini Rana,Male,23,Computer Engineering,84.02,85.68,8.24,87,3,3,4,7,84,53,57,50,57,84,85,99,86,86.4,1
STU0658,Indira Kumer,Female,23,Information Technology,84.52,79.68,6.23,97,5,3,5,5,48,48,88,65,52,82,95,80,38,75.03,1
STU0659,Gaurang Thaker,Male,24,Civil,80.5,60.88,5.61,69,5,1,6,4,92,82,73,75,51,70,70,57,37,71.61,0
STU0660,Zansi Sama,Female,22,Electronics,86.81,91.78,6.23,83,5,1,5,8,66,41,88,91,51,88,58,63,95,74.37,0
STU0661,Gaurang Manda,Male,23,Mechanical,82.66,65.05,6.87,99,1,3,5,3,95,47,84,66,66,95,95,72,95,91.41,1
STU0662,Kevin Date,Female,22,Electronics,93.19,60.08,6.17,76,3,3,6,1,75,98,44,66,84,77,58,59,31,81.52,1
STU0663,Rachita Aggarwal,Female,22,Mechanical,61.14,86.71,8.51,78,1,1,3,0,64,93,95,60,50,81,69,70,46,79.11,1
STU0664,Vinaya Manda,Female,24,Mechanical,88.21,62.74,5.75,93,5,2,1,7,68,49,45,62,93,40,62,40,97,60.05,0
STU0665,Priya Kota,Male,21,Mechanical,68.25,95.75,5.92,84,1,2,4,2,47,93,57,89,90,67,44,96,30,81.39,1
STU0666,Om Wali,Female,21,Electronics,77.23,93.09,6.1,86,4,3,1,6,31,62,57,65,50,57,71,60,54,64.58,0
STU0667,Pahal Pall,Female,22,Artificial Intelligence,79.24,79.47,6.9,63,5,2,4,3,64,51,97,56,97,99,65,72,61,69.82,0
STU0668,Zayan Gera,Female,24,Computer Engineering,85.2,61.5,7.55,60,1,2,5,6,71,83,71,48,54,69,58,81,66,87.62,1
STU0669,Siya Solanki,Female,22,Mechanical,68.08,62.56,9.51,62,4,2,3,6,43,72,46,85,55,49,99,78,34,73.93,0
STU0670,Zehaan Gola,Female,21,Civil,61.8,82.63,6.49,89,3,0,2,3,59,68,85,77,71,77,81,84,70,61.72,0
STU0671,Nakul Parmer,Female,20,Mechanical,60.45,84.47,8.86,86,5,3,3,2,32,43,73,51,74,59,89,67,31,66.01,0
STU0672,Oliver Ranganathan,Male,24,Electronics,97.46,72.91,8.17,93,0,2,6,7,56,83,86,49,77,65,68,96,45,98.23,1
STU0673,Ucchal Pal,Female,21,Mechanical,89.33,77.89,5.59,94,3,1,1,1,36,62,93,37,82,50,66,54,86,54.2,0
STU0674,Vanya Krishnan,Male,24,Civil,70.65,96.57,7.6,62,2,2,1,3,64,96,94,67,64,86,93,61,68,78.32,1
STU0675,Nachiket Dhar,Female,23,Artificial Intelligence,63.3,91.66,9.67,94,4,1,5,2,44,73,55,84,52,68,97,75,54,75.34,1
STU0676,Adweta Choudhry,Male,24,Computer Engineering,60.72,84.07,9.32,91,2,0,1,1,56,73,81,37,80,49,98,98,59,65.17,0
STU0677,Jonathan Parekh,Male,20,Mechanical,87.52,83.7,9.21,64,0,3,6,6,86,44,71,51,90,76,58,61,61,103.24,1
STU0678,Ekaja Srinivasan,Male,22,Electronics,73.53,79.24,8.92,78,2,3,1,4,46,67,92,71,89,65,79,85,45,81.92,1
STU0679,Chaman Bhavsar,Female,22,Computer Engineering,97.57,80.3,9.87,84,4,2,5,0,91,63,54,71,60,70,82,78,93,86.18,1
STU0680,Chandran Keer,Male,22,Civil,63.6,79.91,5.53,97,2,3,5,2,33,35,90,61,75,45,83,82,37,73.81,0
STU0681,Omisha Sunder,Female,23,Computer Engineering,83.21,95.84,5.82,90,2,3,5,4,47,36,57,85,79,57,50,52,94,80.9,1
STU0682,Ridhi Kanda,Male,21,Artificial Intelligence,70.98,66.56,8.71,80,3,3,4,8,92,68,45,93,77,66,45,72,60,93.57,1
STU0683,Pallavi Goda,Male,24,Information Technology,66.77,67.75,8.56,74,3,2,4,4,74,77,45,78,97,88,67,48,96,82.37,1
STU0684,Nimrat Oza,Male,20,Artificial Intelligence,91.4,85.25,7.79,96,0,2,1,3,31,43,98,94,59,98,80,96,34,80.19,1
STU0685,Aarna Oza,Male,20,Computer Engineering,92.82,84.34,7.06,77,1,3,4,7,89,71,87,69,81,69,72,65,61,97.74,1
STU0686,Om Bajwa,Male,21,Mechanical,73.92,88.92,7.96,90,0,0,2,8,63,93,48,53,63,100,64,41,31,77.55,1
STU0687,Bhavna Raj,Female,20,Computer Engineering,90.41,60.66,7.99,95,2,1,4,0,90,49,84,56,78,43,65,91,80,75.24,1
STU0688,Zinal Kant,Female,21,Mechanical,66.35,63.11,9.65,62,5,1,5,4,31,64,41,58,60,87,93,89,40,63.3,0
STU0689,Ikshita Pandey,Female,20,Electronics,81.11,97.87,6.44,63,2,3,3,4,48,95,77,79,57,88,67,44,31,82.23,1
STU0690,Zarna Ahluwalia,Male,22,Mechanical,87.68,68.31,9.46,81,2,1,2,0,32,57,97,42,68,58,78,50,98,66.97,0
STU0691,Sai Sami,Female,21,Artificial Intelligence,90.19,89.37,7.67,64,4,1,4,0,96,66,95,97,77,54,100,84,36,77.7,1
STU0692,Vivaan Raja,Male,20,Mechanical,62.96,71.37,9.27,71,3,0,4,3,52,61,93,56,93,64,94,87,42,71.32,0
STU0693,Chaitaly Natt,Female,20,Information Technology,64.1,89.69,9.8,100,2,3,6,3,73,87,61,79,63,84,52,68,90,99.63,1
STU0694,Jagdish Peri,Male,24,Artificial Intelligence,96.03,86.05,6.74,64,4,3,1,0,39,83,81,82,64,43,49,45,45,67.34,0
STU0695,Mason Dhar,Male,23,Computer Engineering,93.46,71.48,8.05,93,1,0,3,7,82,89,95,43,61,98,78,99,45,82.24,1
STU0696,Teerth Srinivasan,Male,23,Civil,81.03,67.87,8.0,92,2,1,6,1,48,40,58,61,97,61,66,58,99,70.59,0
STU0697,Aryan Buch,Male,22,Computer Engineering,81.49,72.18,9.6,67,2,3,3,7,51,68,97,68,59,84,68,53,92,90.87,1
STU0698,Alka Bhalla,Male,22,Mechanical,96.94,83.65,6.75,74,0,0,3,5,58,67,78,39,54,91,82,52,49,73.36,0
STU0699,Udyati Parmer,Female,24,Information Technology,75.03,67.11,8.06,86,4,3,1,4,79,74,75,88,77,94,65,68,60,76.18,1
STU0700,Niharika Prakash,Male,24,Computer Engineering,72.44,72.21,7.46,94,4,3,2,7,54,96,72,47,89,79,64,93,53,74.69,0
STU0701,Sarthak Chada,Male,23,Computer Engineering,74.25,82.04,5.9,60,0,0,1,5,89,91,65,67,74,49,90,41,74,73.08,0
STU0702,Falguni Narain,Female,22,Electronics,81.79,95.2,9.61,64,5,0,3,5,92,96,65,45,77,40,85,46,30,73.52,0
STU0703,Bakhshi Kapoor,Male,22,Computer Engineering,74.02,76.92,7.53,62,3,2,2,7,87,78,72,96,89,78,93,65,94,81.9,1
STU0704,Bimala Bassi,Female,21,Artificial Intelligence,83.56,80.37,8.05,63,1,3,4,2,35,73,54,93,62,68,62,53,38,83.89,1
STU0705,Veda Raval,Male,24,Information Technology,88.12,80.57,9.54,94,1,0,6,8,70,93,88,88,100,63,100,87,38,100.05,1
STU0706,Kashish Bawa,Female,20,Artificial Intelligence,83.89,91.35,7.13,82,2,2,6,3,58,53,93,66,98,88,79,46,53,85.78,1
STU0707,Balvan Pingle,Male,24,Computer Engineering,92.33,63.14,9.09,68,3,0,1,6,35,68,57,59,90,85,72,97,82,62.78,0
STU0708,Omya Jha,Male,24,Electronics,82.63,81.59,6.72,78,5,2,2,7,46,95,52,92,89,77,87,97,92,69.56,0
STU0709,Nitesh Sagar,Female,20,Information Technology,82.3,95.96,8.03,82,5,0,3,8,70,97,42,42,76,76,91,42,48,65.59,0
STU0710,David Mitra,Female,22,Mechanical,82.82,83.08,7.16,85,0,3,6,5,58,81,74,63,60,71,56,81,35,96.66,1
STU0711,Sanya Om,Female,24,Artificial Intelligence,90.47,85.65,7.28,81,0,0,4,7,49,65,41,65,94,74,48,42,85,77.67,1
STU0712,Nathan Parmer,Female,22,Computer Engineering,75.81,67.39,7.43,88,0,1,6,4,51,67,45,99,60,46,52,65,37,83.33,1
STU0713,Widisha Prasad,Female,21,Mechanical,92.51,75.28,6.02,72,3,0,6,5,81,79,59,99,88,93,98,85,37,78.27,1
STU0714,Chandran Char,Male,20,Artificial Intelligence,60.77,74.42,6.79,62,5,1,3,0,74,63,78,87,88,71,65,68,100,58.1,0
STU0715,Libni Sheth,Female,21,Artificial Intelligence,60.73,77.13,6.25,66,5,0,3,8,46,92,40,55,73,84,40,53,31,54.19,0
STU0716,Omaja Bail,Male,23,Computer Engineering,73.62,85.0,7.23,79,2,2,2,1,90,70,76,80,78,74,58,82,76,78.37,1
STU0717,Sathvik Brahmbhatt,Male,20,Computer Engineering,86.0,62.78,5.87,69,1,0,3,6,34,77,94,70,75,77,58,75,51,68.27,0
STU0718,Udyati Dash,Female,24,Civil,73.92,67.53,6.19,96,1,3,6,7,57,54,63,51,92,84,89,95,66,86.67,1
STU0719,Januja Bhatia,Male,22,Artificial Intelligence,87.47,91.05,8.67,95,0,2,2,7,46,97,93,48,94,81,59,52,41,93.64,1
STU0720,Avni Khosla,Female,23,Electronics,62.31,81.47,7.2,88,1,3,6,2,57,54,70,88,76,78,61,43,57,87.93,1
STU0721,Saksham Radhakrishnan,Female,24,Information Technology,61.61,67.3,7.88,61,0,0,5,7,94,65,95,80,60,82,96,52,33,88.8,1
STU0722,Yamini Mammen,Female,23,Civil,87.22,75.89,8.96,64,1,1,3,0,36,86,79,39,73,68,66,71,80,72.23,0
STU0723,Chatura Chauhan,Male,20,Artificial Intelligence,69.25,88.46,8.89,80,5,3,3,2,32,94,80,85,73,41,60,98,34,76.25,1
STU0724,Ekaraj Char,Female,21,Electronics,87.33,67.63,8.35,94,4,2,1,1,49,76,99,58,79,99,57,68,55,67.55,0
STU0725,Dhruv Dora,Male,20,Computer Engineering,83.25,94.98,9.28,66,0,3,2,0,46,57,77,61,85,76,47,83,43,85.08,1
STU0726,Chasmum Garg,Female,24,Mechanical,90.18,90.0,6.53,86,3,3,6,4,51,70,52,96,54,66,96,59,89,85.83,1
STU0727,Mugdha Kota,Male,20,Mechanical,72.62,83.57,7.26,72,3,1,6,6,54,50,58,99,85,89,54,58,40,76.54,1
STU0728,Frederick Shroff,Female,23,Mechanical,62.82,69.09,6.68,83,1,3,2,7,40,92,72,49,87,52,68,85,66,78.0,1
STU0729,Tanvi Raja,Female,23,Mechanical,83.78,80.65,9.42,65,5,2,2,2,53,93,59,60,86,55,92,90,93,70.68,0
STU0730,Qadim Buch,Female,23,Computer Engineering,86.32,70.52,5.7,85,0,2,4,7,65,45,69,59,81,59,47,68,75,84.38,1
STU0731,Neelima Narang,Male,24,Electronics,80.92,65.75,6.01,69,3,0,6,8,94,64,62,67,96,46,40,41,84,76.54,1
STU0732,Bhanumati Palla,Female,22,Information Technology,62.32,89.94,9.29,64,0,0,3,3,67,93,89,52,50,87,54,84,55,82.46,1
STU0733,Yochana Chakrabarti,Male,22,Artificial Intelligence,83.44,89.71,6.39,94,2,1,2,2,84,52,51,48,77,89,79,52,92,65.5,0
STU0734,Michael Naidu,Male,24,Artificial Intelligence,62.01,97.7,6.19,72,2,2,2,1,48,80,70,71,65,95,56,55,82,69.25,0
STU0735,Hritik Golla,Female,24,Mechanical,65.1,84.31,9.57,63,2,3,1,7,93,93,46,60,55,60,46,78,79,89.08,1
STU0736,Reyansh Kohli,Male,21,Information Technology,80.52,89.32,8.99,82,1,1,6,0,85,65,46,63,77,81,75,78,57,86.21,1
STU0737,Urvashi Garg,Female,24,Mechanical,77.43,67.95,8.08,100,4,1,3,8,58,95,87,37,87,68,81,62,85,71.3,0
STU0738,Victor Edwin,Female,22,Information Technology,62.12,63.06,8.28,90,0,0,4,0,49,99,66,86,86,85,64,73,47,76.03,1
STU0739,Jeevika Khalsa,Male,22,Mechanical,83.01,64.33,7.76,92,4,1,5,3,98,45,51,52,71,90,41,57,70,70.35,0
STU0740,Eesha Chand,Male,20,Computer Engineering,91.96,69.66,9.43,95,5,1,6,2,31,39,86,68,70,81,72,71,39,70.72,0
STU0741,Qasim Nayak,Female,24,Civil,72.87,89.49,8.24,70,3,0,4,1,86,86,79,55,59,46,83,63,37,73.12,0
STU0742,Vritti Dara,Female,20,Information Technology,92.81,66.56,8.56,68,4,3,4,3,53,51,81,98,81,72,42,65,58,83.41,1
STU0743,Zilmil Palla,Female,20,Artificial Intelligence,65.83,87.28,9.81,61,0,1,1,0,31,58,76,66,67,76,91,45,57,70.63,0
STU0744,Pallavi Raj,Male,22,Electronics,71.14,78.85,7.68,100,4,0,4,2,42,34,60,60,56,92,72,84,87,57.06,0
STU0745,Irya Char,Male,20,Information Technology,89.1,76.39,8.08,96,5,0,5,0,41,59,52,37,70,95,90,75,51,55.46,0
STU0746,Kashish More,Female,23,Computer Engineering,77.74,68.77,5.51,76,2,1,5,5,94,85,90,93,97,51,89,58,71,84.37,1
STU0747,William Rau,Female,21,Electronics,81.78,96.5,5.87,66,4,1,5,7,33,49,49,54,73,42,77,59,83,63.02,0
STU0748,Aditya Sura,Male,24,Mechanical,61.45,87.39,6.06,61,0,3,2,8,96,75,89,40,58,53,60,98,99,88.85,1
STU0749,Harinakshi Tailor,Female,22,Civil,91.03,81.84,9.44,94,0,1,3,1,75,32,77,39,71,100,45,69,100,79.92,1
STU0750,Nathan Thakkar,Female,24,Artificial Intelligence,81.03,63.52,8.23,86,2,1,3,5,65,61,91,49,87,65,76,70,63,73.07,0
STU0751,Darika Bhatnagar,Male,21,Civil,86.57,74.09,6.03,67,2,0,2,8,95,74,99,37,58,100,60,42,87,72.73,0
STU0752,Janani Raj,Male,24,Computer Engineering,70.72,95.9,6.87,91,5,2,4,5,82,44,79,52,87,91,79,54,37,73.75,0
STU0753,Ishwar Agarwal,Female,22,Information Technology,90.11,82.81,8.36,94,0,3,1,4,93,33,96,56,83,93,60,81,30,89.16,1
STU0754,Bachittar Baria,Female,20,Civil,78.62,75.06,5.56,74,2,3,6,2,53,40,76,78,90,89,68,43,42,79.54,1
STU0755,Atharv Issac,Male,23,Artificial Intelligence,62.65,81.4,5.86,60,5,1,4,7,93,84,69,46,78,100,80,47,89,67.97,0
STU0756,Zinal Handa,Male,21,Information Technology,87.07,74.72,8.09,74,4,3,3,8,84,33,63,72,90,42,79,75,31,79.46,1
STU0757,Divya Rai,Male,21,Mechanical,90.85,65.15,8.56,97,2,0,3,1,43,56,57,97,88,73,42,53,42,69.02,0
STU0758,Maanas Rajagopal,Female,24,Artificial Intelligence,94.61,89.68,6.58,88,3,1,3,4,92,83,41,78,51,42,45,74,59,73.99,0
STU0759,Girish Apte,Male,21,Civil,65.53,83.27,7.52,75,5,0,2,5,93,49,81,52,62,100,99,81,73,59.82,0
STU0760,Triya Chopra,Female,24,Information Technology,69.95,65.46,7.52,63,3,2,5,0,89,99,73,61,59,90,97,65,94,80.38,1
STU0761,Luke Konda,Female,20,Civil,95.23,82.8,7.04,71,2,1,2,7,83,93,58,95,74,80,81,61,34,80.48,1
STU0762,Peter Wason,Female,24,Information Technology,79.97,71.73,6.42,93,0,2,1,5,39,100,93,64,80,51,81,94,54,80.21,1
STU0763,Pallavi Chatterjee,Male,23,Civil,78.27,63.06,7.29,77,4,1,3,7,47,97,92,80,99,51,75,51,68,70.51,0
STU0764,Triya Din,Female,23,Information Technology,71.56,62.37,7.6,71,0,1,1,7,67,53,99,71,92,93,52,40,39,76.49,1
STU0765,Madhav Memon,Female,23,Mechanical,68.49,97.54,8.44,62,0,0,4,1,88,81,57,76,90,72,61,77,72,82.18,1
STU0766,Indira Mishra,Female,20,Artificial Intelligence,74.27,86.67,8.03,64,4,3,2,4,69,83,98,69,65,76,62,95,79,78.7,1
STU0767,Pratyush Jain,Male,21,Mechanical,73.47,70.64,6.73,69,5,2,6,0,32,95,100,93,85,41,47,73,84,72.92,0
STU0768,Priya Chokshi,Male,20,Information Technology,78.26,68.47,5.58,66,2,1,6,2,50,88,90,98,67,79,96,54,33,77.23,1
STU0769,Luke Divan,Male,24,Mechanical,93.07,60.89,8.19,83,5,1,3,8,78,91,87,76,86,97,68,41,46,75.03,1
STU0770,Rishi Ramesh,Male,20,Civil,79.8,90.78,5.62,100,4,3,6,3,47,96,62,95,83,50,70,84,99,82.65,1
STU0771,Saumya Om,Male,23,Computer Engineering,60.02,85.92,7.13,99,2,1,3,5,81,30,61,45,81,90,100,79,44,67.55,0
STU0772,Sanaya Pingle,Male,22,Information Technology,68.12,72.69,9.34,99,4,3,5,6,76,69,55,77,54,83,44,89,80,90.21,1
